age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,student_id,lucky_number,hobby_code
45,Private,199058,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,2759,558,C
,Federal-gov,419691,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,54,United-States,1,2760,,A
41,Private,116797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,1,2761,799,
38,Self-emp-inc,269318,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,7298,0,,United-States,1,2762,,D
57,Private,180779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,2763,,A
46,Private,332884,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,65,United-States,>50K,2764,679,D
53,Private,177916,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,,40,United-States,1,2765,317,A
37,Private,,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K,2766,201,D
50,Private,160724,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,>50K,2767,,C
,,111483,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,2768,387,A
33,Private,164190,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,2769,266,C
29,Private,39484,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,42,United-States,>50K,2770,720,A
42,Private,184837,HS-grad,9,,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,1,2771,135,
44,Private,196545,,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,2772,843,B
34,Private,208043,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,>50K,2773,840,C
38,Private,190895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,2774,452,C
64,Self-emp-not-inc,65991,HS-grad,9,Married-civ-spouse,,Husband,White,Male,7298,0,45,United-States,>50K,2775,775,B
36,Self-emp-not-inc,35945,7th-8th,4,Married-civ-spouse,,Husband,White,Male,7298,0,45,United-States,>50K,2776,998,B
37,Private,190987,Some-college,10,,Sales,Wife,White,Female,7298,0,40,,1,2777,172,D
48,Local-gov,493862,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7298,0,38,United-States,1,2778,747,A
47,Private,274200,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,2779,452,B
42,Private,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,,35,United-States,1,2780,990,C
51,State-gov,454063,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,2781,169,C
45,State-gov,213646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,2782,524,B
33,Private,222221,,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K,2783,807,C
43,Self-emp-not-inc,421837,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,Mexico,>50K,2784,880,
40,Local-gov,188436,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K,2785,660,D
51,Private,237630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,United-States,1,2786,927,A
38,Private,297449,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,50,United-States,>50K,2787,741,
36,Private,225399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,2788,616,D
60,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K,2789,527,B
54,Private,203635,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,60,United-States,>50K,2790,638,C
41,Private,274363,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,42,United-States,>50K,2791,259,D
42,Private,175943,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35,United-States,>50K,2792,248,B
50,,211319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,2793,875,C
52,Federal-gov,291096,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,United-States,1,2794,329,C
38,Private,275223,Some-college,10,Married-civ-spouse,Sales,Husband,,Male,7298,0,40,United-States,>50K,2795,811,D
59,Private,159724,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7298,,55,United-States,>50K,2796,661,C
36,Private,175759,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0,50,United-States,1,2797,166,A
55,Private,198145,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,,40,United-States,>50K,2798,911,
39,Local-gov,203482,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,,40,United-States,>50K,2799,480,A
40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,United-States,1,2800,157,C
41,Private,143003,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7298,0,60,India,>50K,2801,358,D
38,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K,2802,441,D
,Private,154120,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,>50K,2803,937,B
60,Self-emp-inc,105339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K,2804,229,A
50,Federal-gov,98980,Bachelors,13,Married-civ-spouse,,Husband,White,Male,7298,0,40,United-States,>50K,2805,826,A
62,Private,,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,2806,271,D
49,Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,,United-States,>50K,2807,869,D
46,State-gov,238648,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,40,United-States,1,2808,713,D
44,Private,172032,Assoc-voc,11,Married-civ-spouse,Adm-clerical,,White,Male,7298,0,51,United-States,>50K,2809,308,A
30,Private,271710,,13,Married-civ-spouse,Sales,Husband,White,Male,7298,,50,United-States,>50K,2810,902,B
61,Local-gov,144723,Masters,14,,Exec-managerial,Husband,White,Male,7298,0,60,United-States,1,2811,453,A
31,Private,265706,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,2812,570,D
53,Private,89587,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,45,United-States,>50K,2813,897,B
36,Self-emp-not-inc,182898,Bachelors,13,,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,2814,,C
40,Private,360884,Some-college,,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K,2815,,C
30,Federal-gov,321990,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,Cuba,>50K,2816,,
50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,30,United-States,>50K,2817,911,B
63,Private,137843,,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States,1,2818,541,D
38,Self-emp-not-inc,280169,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,1,2819,,A
33,Self-emp-not-inc,272359,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,80,United-States,>50K,2820,552,A
45,,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,7298,0,,United-States,>50K,2821,944,B
41,Federal-gov,,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,,7298,0,40,United-States,1,2822,576,D
37,Local-gov,160910,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K,2823,386,D
35,Local-gov,300681,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,7298,0,35,United-States,1,2824,402,C
33,Private,192002,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,Canada,>50K,2825,410,B
35,Private,202027,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,35,United-States,>50K,2826,307,D
35,Self-emp-not-inc,170174,HS-grad,9,Married-civ-spouse,,Husband,White,Male,7298,0,60,United-States,>50K,2827,717,A
51,Private,279156,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,2828,545,D
46,Self-emp-not-inc,176319,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,7298,0,40,United-States,>50K,2829,769,D
44,Federal-gov,469454,Assoc-voc,,,Protective-serv,Husband,White,Male,7298,0,48,United-States,1,2830,732,A
34,Private,191856,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States,>50K,2831,154,A
36,Private,115834,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,,>50K,2832,111,D
35,Local-gov,302149,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,1,2833,756,A
40,Private,409922,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1,2834,,
38,Private,187870,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,2835,747,C
33,Private,168030,Some-college,10,Married-civ-spouse,Prof-specialty,,,Female,7298,0,21,United-States,>50K,2836,614,C
55,Self-emp-not-inc,157486,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,7298,0,40,United-States,>50K,2837,755,A
28,Private,233796,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,32,United-States,1,2838,641,A
43,Federal-gov,195897,HS-grad,9,Married-civ-spouse,Farming-fishing,,White,Male,7298,0,40,United-States,>50K,2839,336,A
40,Private,48087,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States,>50K,2840,378,B
51,Self-emp-not-inc,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,,United-States,>50K,2841,447,A
40,Local-gov,153031,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,35,United-States,>50K,2842,726,C
49,Private,139268,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,2843,203,C
39,Local-gov,267893,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298,0,40,United-States,>50K,2844,729,C
27,Private,224105,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,>50K,2845,616,B
45,Private,34419,Some-college,10,Married-civ-spouse,Exec-managerial,,White,Male,7298,0,40,United-States,>50K,2846,971,D
60,Private,109530,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,>50K,2847,347,C
60,Private,116707,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,,0,40,United-States,1,2848,463,B
47,Private,185041,Some-college,10,Married-civ-spouse,,Husband,White,Male,7298,0,40,United-States,>50K,2849,420,D
43,Private,152958,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,7298,0,40,United-States,>50K,2850,732,B
31,Private,246439,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,50,United-States,>50K,2851,385,B
62,,191118,Some-college,10,Married-civ-spouse,?,Husband,,Male,7298,0,40,United-States,1,2852,248,D
52,Private,74275,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States,1,2853,183,A
34,Private,199934,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7298,0,40,United-States,>50K,2854,505,A
44,Private,54310,,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1,2855,555,C
49,Local-gov,269527,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,,>50K,2856,842,D
50,Private,268553,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,1,2857,899,
26,Private,94477,Some-college,,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,,United-States,1,2858,260,B
46,Private,321327,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,45,United-States,1,2859,,A
45,Local-gov,348172,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,7298,0,,United-States,1,2860,559,C
36,State-gov,86805,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,,,7298,0,39,United-States,>50K,2861,649,C
41,Self-emp-not-inc,100800,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,70,United-States,1,2862,599,A
60,Private,282923,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,7298,0,40,United-States,>50K,2863,837,B
,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K,2864,608,C
44,Self-emp-not-inc,127482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,England,>50K,2865,753,
34,Private,252646,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,2866,903,D
51,Private,137815,Some-college,10,Married-civ-spouse,,Husband,White,Male,7298,0,40,United-States,>50K,2867,580,D
35,Federal-gov,49657,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,2868,762,A
54,Private,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,1,2869,,A
,Private,386773,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,,0,,United-States,>50K,2870,848,B
51,Private,162745,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,2871,677,B
40,Self-emp-not-inc,26892,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,2872,460,C
42,Private,149210,Bachelors,13,,,Husband,,Male,7298,0,45,United-States,>50K,2873,440,D
50,Self-emp-inc,155574,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,,>50K,2874,869,B
51,Private,48343,,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,2875,860,C
33,Private,188246,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0,45,United-States,>50K,2876,548,C
48,Private,83444,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,2877,942,A
40,Private,124747,HS-grad,9,Married-civ-spouse,Craft-repair,,White,Female,7298,0,40,United-States,1,2878,934,D
36,Private,169426,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,>50K,2879,279,C
27,Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,1,2880,801,A
,Private,263094,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,2881,506,C
54,Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K,2882,765,D
36,Private,171393,,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0,55,United-States,1,2883,295,C
46,Private,98637,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,1,2884,565,C
38,Private,43712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,United-States,1,2885,410,B
38,,122076,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,43,United-States,>50K,2886,361,B
45,Private,192776,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,55,United-States,>50K,2887,,A
48,Private,248254,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,2888,505,C
60,Private,178312,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,65,United-States,>50K,2889,242,A
58,Self-emp-inc,78104,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K,2890,441,D
42,Private,,Bachelors,13,Married-civ-spouse,Tech-support,,White,Male,7298,0,45,United-States,>50K,2891,415,A
51,Private,138852,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,El-Salvador,>50K,2892,200,C
42,Federal-gov,34218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,2893,343,B
,Private,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,>50K,2894,589,B
32,Private,195000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,1,2895,111,A
,Federal-gov,119832,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,,Male,7298,0,40,United-States,>50K,2896,338,B
49,Private,195612,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,2897,660,C
31,State-gov,373432,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,55,United-States,1,2898,,C
45,Private,25649,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K,2899,777,D
55,Private,227856,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,1,2900,693,B
61,Private,81132,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,7298,0,40,,1,2901,528,B
57,Local-gov,189824,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,,0,40,United-States,>50K,2902,902,D
47,Private,168232,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,1,2903,257,A
,Private,254478,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,2904,315,D
47,Private,334039,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,44,United-States,>50K,2905,769,B
29,Private,112847,Assoc-voc,,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7298,0,32,United-States,1,2906,561,A
52,Local-gov,199995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K,2907,233,C
28,Private,207513,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,42,United-States,1,2908,166,C
30,Private,430283,HS-grad,9,Married-civ-spouse,Adm-clerical,,White,Female,7298,0,40,United-States,>50K,2909,947,D
35,Private,75855,Masters,14,Married-civ-spouse,,Husband,Black,Male,7298,0,40,?,>50K,2910,106,
28,Local-gov,33662,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,,7298,0,40,United-States,1,2911,625,B
36,State-gov,179488,Bachelors,13,Married-civ-spouse,,Husband,White,Male,7298,0,55,United-States,1,2912,172,D
41,,106900,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,United-States,>50K,2913,,B
30,Private,176410,,11,Married-civ-spouse,Prof-specialty,,,Female,7298,0,16,United-States,>50K,2914,504,B
45,Private,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,1,2915,774,A
38,Private,59660,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,,>50K,2916,677,
42,Private,161510,Bachelors,13,Married-civ-spouse,Sales,Husband,White,,7298,0,40,United-States,>50K,2917,958,A
48,Self-emp-inc,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,2918,229,C
52,Private,200853,Masters,14,,Prof-specialty,Not-in-family,White,Female,,0,60,United-States,<=50K,2919,565,A
24,Private,180060,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,6849,0,90,United-States,<=50K,2920,305,B
34,Private,33945,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,6849,0,,United-States,<=50K,2921,,D
29,Private,190539,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,6849,0,48,United-States,<=50K,2922,867,D
35,?,296738,,7,Separated,?,Not-in-family,White,Female,6849,0,60,United-States,<=50K,2923,365,B
25,Private,262778,,13,Never-married,Sales,Not-in-family,White,Female,6849,0,50,United-States,0,2924,636,C
40,Local-gov,24763,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,6849,0,40,United-States,<=50K,2925,892,D
28,State-gov,38309,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,6849,0,40,United-States,<=50K,2926,352,B
59,Self-emp-not-inc,241297,,10,Widowed,Farming-fishing,Not-in-family,White,Female,6849,0,40,United-States,<=50K,2927,921,B
30,Private,189620,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,England,<=50K,2928,388,B
26,Private,177147,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States,<=50K,2929,263,D
53,Private,223660,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,6849,0,40,United-States,<=50K,2930,194,D
,Private,207025,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,6849,0,38,United-States,<=50K,2931,881,A
39,Private,87556,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,6849,,40,United-States,<=50K,2932,932,A
25,Private,194897,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,6849,0,40,United-States,0,2933,209,B
28,,124680,Bachelors,,Never-married,Exec-managerial,Not-in-family,White,Female,6849,0,60,,<=50K,2934,435,B
35,Private,139770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6849,0,40,United-States,<=50K,2935,921,B
47,Private,266281,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,6849,0,40,United-States,0,2936,337,B
35,Private,167735,11th,7,Never-married,Craft-repair,Own-child,White,Male,6849,0,40,United-States,<=50K,2937,480,D
33,Private,108328,Some-college,,Never-married,Adm-clerical,,White,Female,6849,0,50,United-States,<=50K,2938,535,A
39,Private,106183,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,6849,0,40,United-States,<=50K,2939,998,C
50,State-gov,45961,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6849,0,40,United-States,0,2940,582,B
40,Private,34113,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,0,2941,124,A
38,Private,234298,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,6849,0,60,United-States,<=50K,2942,752,B
55,State-gov,294395,,11,Widowed,Prof-specialty,Unmarried,White,Female,6849,0,40,United-States,0,2943,216,D
30,Self-emp-not-inc,67072,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,60,United-States,<=50K,2944,,C
35,Private,,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,6849,0,40,United-States,<=50K,2945,491,A
,Private,105200,HS-grad,9,Married-civ-spouse,,Husband,White,Male,6767,0,20,United-States,0,2946,636,A
65,,90377,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,6767,0,60,United-States,<=50K,2947,178,C
90,Local-gov,153602,,9,Married-civ-spouse,,Husband,White,Male,6767,0,40,United-States,<=50K,2948,679,D
66,?,212759,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,6767,0,20,United-States,<=50K,2949,272,C
74,?,169303,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,6767,0,6,United-States,<=50K,2950,111,A
72,Private,298070,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States,<=50K,2951,899,C
65,Private,170939,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,6723,,40,United-States,<=50K,2952,227,D
67,Private,171584,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,,6514,0,7,United-States,>50K,2953,707,D
65,State-gov,209280,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,6514,0,,United-States,>50K,2954,191,B
65,Self-emp-not-inc,223580,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6514,0,40,United-States,>50K,2955,752,C
71,?,144872,Some-college,10,Married-civ-spouse,?,Husband,White,Male,6514,0,40,United-States,>50K,2956,642,C
69,Self-emp-inc,107850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,,6514,0,,United-States,>50K,2957,945,A
57,Private,188872,5th-6th,3,Divorced,Transport-moving,Unmarried,White,Male,6497,0,40,United-States,<=50K,2958,631,D
46,Private,182128,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,6497,,50,United-States,0,2959,757,C
45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,<=50K,2960,927,A
,,930948,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,,0,2961,546,B
35,Private,115214,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,65,United-States,<=50K,2962,489,C
41,Private,200671,Bachelors,13,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,United-States,<=50K,2963,771,C
38,Private,188503,Some-college,10,Never-married,Adm-clerical,,White,Female,6497,0,,United-States,<=50K,2964,960,A
,Self-emp-inc,26502,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,6497,0,45,United-States,<=50K,2965,142,A
47,Private,,Bachelors,13,Widowed,Craft-repair,Unmarried,Black,Female,6497,0,40,United-States,<=50K,2966,,D
26,Private,214413,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,48,United-States,<=50K,2967,229,D
46,Private,117310,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,6497,0,40,United-States,<=50K,2968,159,
67,?,157403,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,6418,0,10,United-States,>50K,2969,762,
69,Self-emp-inc,169717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418,0,45,United-States,>50K,2970,566,A
62,?,160155,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,6418,0,40,United-States,>50K,2971,386,D
,Self-emp-not-inc,102510,7th-8th,4,,Farming-fishing,Husband,White,Male,6418,0,99,United-States,1,2972,616,C
62,Private,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418,0,,United-States,>50K,2973,566,D
67,Self-emp-not-inc,123393,HS-grad,,Married-civ-spouse,Transport-moving,Husband,White,Male,,0,58,United-States,>50K,2974,877,B
65,Self-emp-inc,66360,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418,0,35,United-States,>50K,2975,444,C
55,Private,61708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0,50,United-States,1,2976,741,D
70,Private,187292,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6418,0,40,United-States,>50K,2977,481,D
72,Private,496538,HS-grad,9,Widowed,Adm-clerical,,White,Female,6360,0,40,United-States,0,2978,878,B
,Private,50351,Masters,14,Never-married,,Not-in-family,,Female,6360,0,20,United-States,<=50K,2979,789,B
